Ensembl_ID	Gene_Name	1_CompHet_1_F508del_G1061R	2_CompHet_2_F508del_W1282X	3_CompHet_3_F508del_G542X	4_F508del_F508del_1	5_F508del_F508del_2	6_F508del_F508del_3	7_F508del_F508del_4	8_Control_1	9_Control_2	10_Control_3	11_Control_4	12_Control_5	13_Control_6	ERCC1	ERCC2
ENSG00000251520	AL162431.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251521	IMPA1P1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ENSG00000251523	AC108159.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251525	TCP11X3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251526	LINC02435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000251527	AC097110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251529	AC021146.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251532	AC091849.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251533	LINC00605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251535	AC079140.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251536	AC055717.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251537	AC005324.3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251538	LINC02201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251539	SNX18P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251542	LINC01957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251543	LINC02230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251544	MTND5P12	2	4	6	1	4	2	0	2	0	1	0	0	0	1	1
ENSG00000251545	AC136628.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251546	IGKV1D-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251548	AC106760.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251549	AC091965.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251550	AC091133.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251552	COQ10BP2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251553	DDX18P4	0	1	0	0	0	0	2	0	1	0	0	1	0	0	1
ENSG00000251555	AC096711.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251556	AC091887.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251557	HNRNPKP3	1	2	1	1	3	2	0	0	0	1	0	4	1	3	6
ENSG00000251562	MALAT1	182232	198009	145950	175244	230951	237992	296094	130163	130736	177759	97065	80438	80186	230123	365050
ENSG00000251563	IARS2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251566	HMGB1P35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251567	AC018680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251568	ALG3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251569	AC093899.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251571	DDX3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251572	AF213884.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251573	LINC02106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251574	AC099520.1	0	153	0	0	1	0	0	0	0	0	0	0	0	19	44
ENSG00000251575	C5orf64-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251576	LINC01267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251577	AC105460.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251578	TRBV21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251579	AC055733.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251580	LINC02482	0	112	0	0	0	0	0	0	0	0	230	0	2	97	49
ENSG00000251583	MFFP2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251584	AC096751.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251585	AC026444.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251586	TET2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000251587	LDHAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251588	AC125336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251590	NIFKP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251591	AC016612.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251593	MSNP1	2	30	23	24	115	7	41	6	23	22	3	5	3	30	58
ENSG00000251595	ABCA11P	0	0	1	0	0	0	0	0	0	0	0	0	0	69	7
ENSG00000251596	HADHAP1	8	4	0	7	0	3	0	8	9	2	17	7	3	4	10
ENSG00000251597	RPL37P25	0	1	1	1	0	0	0	0	0	0	0	0	0	3	1
ENSG00000251598	AC093916.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251599	AC116345.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251600	AC107223.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ENSG00000251601	AC022441.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251602	AL928654.1	1	50	1	0	0	0	1	0	0	6	3	0	27	26	59
ENSG00000251604	LINC01385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251605	AC104108.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251608	OR12D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251609	SETP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251610	AC083906.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251611	FAM160A1-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251613	AC063979.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251614	HSPA8P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251615	AC104825.1	72	203	218	476	0	2	0	217	293	185	274	224	378	50	57
ENSG00000251616	AC113410.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251618	AC007322.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251619	LINC02508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251620	STPG2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251621	AC009487.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251623	AC139491.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSG00000251624	UNC93B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251627	AC010395.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251629	LINC02241	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000251630	AC119751.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251632	LINC02172	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251633	GYG1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251634	NAIPP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251635	LINC02278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251636	LINC01218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251637	LINC02754	0	1	1	2	0	0	0	0	5	80	1	0	51	1	3
ENSG00000251638	AC006390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251639	AC092535.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000251642	AC098680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251643	AC093763.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251644	HPRT1P1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251647	AC114781.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251648	AC008958.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251649	LINC02379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251652	AC092535.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251654	AC099499.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251655	PRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251656	PRELID3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251660	AC007036.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251661	AC136475.1	0	45	0	0	0	0	0	0	0	0	1	0	54	1	0
ENSG00000251663	SUMO2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251664	PCDHA12	0	0	0	0	0	0	0	0	0	0	0	0	0	29	35
ENSG00000251665	AC005920.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251666	ZNF346-IT1	0	61	0	0	0	0	0	0	1	0	0	0	0	15	37
ENSG00000251667	BRCC3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3
ENSG00000251668	AC113404.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251669	FAM86EP	0	0	0	0	0	0	0	1	0	0	181	380	0	6	41
ENSG00000251670	AC113346.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251675	AC010260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251676	SNHG27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251678	AC027343.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251679	AC073848.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000251680	AC008591.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251682	AC122718.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251685	UGT2B27P	0	1	0	0	0	0	0	0	0	0	0	0	0	8	4
ENSG00000251686	OR10J8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251687	AC104791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251688	LINC02507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251689	AC079140.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251691	AC114786.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251692	PTX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251694	USP17L9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251697	RN7SKP24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251698	RNA5SP445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251702	RNU6-857P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251703	RNU6-998P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251704	AC142283.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251705	RNA5-8SP6	1	5	0	0	1	1	1	0	0	0	0	1	2	7	5
ENSG00000251706	RNU7-61P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251707	RNU7-37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251711	RNU6-632P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251712	RNU7-20P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251714	RN7SKP67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251715	AL139003.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251717	RNA5SP419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251718	RNU2-13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251719	RNU6-408P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251720	RNU7-123P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251722	RNU5E-3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251724	RNU7-175P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251726	RNU7-41P	0	0	4	179	0	0	0	0	191	0	0	0	0	89	77
ENSG00000251727	RNU6-488P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251728	AC004849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251729	RNA5SP401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251730	AC092960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251732	RN7SKP122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251733	SCARNA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251735	AL359951.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251739	RNU6-1053P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251741	RNU4ATAC13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251742	RN7SKP13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251744	AC100807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251745	RNU7-124P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251746	RNA5SP112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251747	RNU7-60P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251748	RNU4ATAC11P	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
ENSG00000251750	RNU5F-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251751	RN7SKP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251752	RNU4-29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251753	RNU6-75P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251754	RNU6-999P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251756	RNA5SP385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251757	RNU6-848P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251759	RN7SKP298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251760	RNA5SP418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251761	RNU6-138P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251763	RNU6-470P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251764	RNA5SP446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251766	RNA5SP518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251767	RNU7-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251768	RNA5SP217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ENSG00000251770	RNA5SP486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251773	RNU6-1129P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251774	RNU6-377P	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ENSG00000251775	AC114748.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251776	RN7SKP242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251778	AP001619.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251779	AC090699.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251781	RNA5SP356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251783	RNU6-1170P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251785	RNA5SP20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251787	RNU7-47P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251788	RNU5A-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251789	RNU4-57P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251791	SCARNA6	0	0	0	0	0	0	0	0	0	0	0	0	51	0	34
ENSG00000251792	AL109758.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251794	RNU6-237P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251796	AC024067.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251798	RNU6-863P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251799	AC022483.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251802	AC004788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251803	AL158164.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251804	RNU6-1294P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251805	AC009228.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251807	RNU6-202P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251809	RN7SKP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251810	RN7SKP132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251811	AC097638.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251812	AC087292.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251813	RNU6-983P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251814	RN7SKP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251815	SNORD116-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251816	RNA5SP157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251818	AC090287.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251819	RNU6-322P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251821	RNU6-583P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251822	AC090022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251823	RNA5SP162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251825	RN7SKP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251828	AC026410.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251829	RNA5SP436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251830	FO393410.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251831	RNU6-1114P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251834	RNU6-319P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251835	RNU6ATAC32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251837	AC093577.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251838	AC061997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251839	RNU7-12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ENSG00000251840	RN7SKP155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251841	RNU6-1334P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251842	RNU6-732P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251843	RNU6-803P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251844	AC018659.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251850	RNA5SP96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251851	RNU6-772P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251852	AC005064.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251854	RNU6-507P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251856	MIR449C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251857	RNA5SP362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251858	AL121821.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251859	RNU6-1288P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251861	AL161793.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251862	MIR1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251864	AL121715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251865	RNU6-518P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251866	SCARNA21B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251867	AC009812.1	0	55	0	0	0	0	0	0	0	1	0	0	0	49	28
ENSG00000251868	RNU7-71P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251869	SCARNA23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251870	RNU2-69P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000251873	RNA5SP182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251874	RNU6-615P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251875	RNU5F-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251877	RNU2-45P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251878	AC099343.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251880	RNU7-75P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251882	RNU6-475P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251883	RNU6ATAC17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251884	RNA5SP288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251886	RNU6-120P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251887	RNU6-760P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251888	RN7SKP190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251889	RNU4-49P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251890	RNA5SP497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251891	RNU7-79P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251892	RNU7-84P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251893	AC078820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251895	RNU6-976P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251896	SNORD116-27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25
ENSG00000251897	RNU6-916P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251898	SCARNA11	0	0	0	0	0	0	0	0	0	0	0	0	29	23	16
ENSG00000251900	VTRNA2-2P	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251904	RNA5SP272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251905	RNU7-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251906	RNU6-351P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251907	RNU6-240P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251908	RNU6-491P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251913	RNU6-513P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251914	RNU7-200P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251915	RNA5SP406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251916	RNU1-61P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251917	RNU1-86P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251919	RNU7-105P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251920	RNA5SP216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251922	AL137186.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251923	RNU6-276P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251924	RNA5SP408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251925	AC006983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251929	RNU6-189P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251931	RNU6-871P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251934	RNU6-1143P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251935	RN7SKP179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251936	RNA5SP249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251937	RNU7-129P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251939	RNU6-1278P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251940	AC000081.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251941	RNA5SP116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251942	AC069157.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251943	RNU6-693P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251946	RNU6-1023P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251947	RN7SKP164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251951	RN7SKP34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251952	RNU6-1219P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251953	RNA5SP522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251954	RNU6-496P	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251955	RNU6-27P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251956	RNU6-617P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
